detail_id,favorite_food,feeding_frequency,aggressive
26740,Gecko (unidentified),Never,1
26741,Platypus,Monthly,1
26742,"Sandgrouse, yellow-throated",Seldom,1
26743,"Teal, hottentot",Never,0
26744,Prehensile-tailed porcupine,Never,0
26745,Long-nosed bandicoot,Often,0
26746,"Bleu, blue-breasted cordon",Never,1
26747,"Mouse, four-striped grass",Weekly,0
26748,"Mynah, indian",Yearly,0
26749,Galapagos penguin,Monthly,0
26750,"Boa, cook's tree",Seldom,1
26751,Madagascar fruit bat,Yearly,1
26752,Dusky gull,Seldom,1
26753,Bushbuck,Often,1
26754,Verreaux's sifaka,Seldom,0
26755,"Gull, dusky",Yearly,0
26756,"Vulture, egyptian",Never,0
26757,Coke's hartebeest,Once,0
26758,"Gull, herring",Never,0
26759,Red-winged blackbird,Once,0
26760,"Cormorant, javanese",Once,0
26761,Turkey vulture,Yearly,0
26762,Greater adjutant stork,Often,1
26763,Euro wallaby,Yearly,1
26764,"Goose, cape barren",Monthly,0
26765,"Pademelon, red-legged",Never,1
26766,Lesser flamingo,Weekly,0
26767,African jacana,Never,0
26768,Roan antelope,Often,1
26769,"Hornbill, leadbeateri's ground",Often,0
26770,"Squirrel, uinta ground",Seldom,0
26771,Arctic hare,Once,0
26772,"Macaw, blue and gold",Never,1
26773,American bighorn sheep,Seldom,1
26774,Worm snake (unidentified),Once,1
26775,"Porcupine, crested",Daily,0
26776,Little blue penguin,Yearly,1
26777,Gambel's quail,Often,1
26778,Levaillant's barbet,Yearly,0
26779,"Lemur, sportive",Often,1
26780,"Rhinoceros, black",Often,0
26781,"Puma, south american",Often,0
26782,"Lion, steller's sea",Once,1
26783,"Wallaby, whip-tailed",Weekly,1
26784,Swallow-tail gull,Monthly,0
26785,Little heron,Weekly,0
26786,"Boubou, southern",Once,0
26787,"Mynah, common",Never,1
26788,"Gull, pacific",Monthly,1
26789,"Possum, pygmy",Seldom,1
26790,"Insect, stick",Monthly,1
26791,"Fox, bat-eared",Yearly,1
26792,Tasmanian devil,Daily,0
26793,Lesser flamingo,Monthly,0
26794,"Pelican, australian",Monthly,1
26795,"Stork, european",Often,0
26796,"Godwit, hudsonian",Seldom,1
26797,Eastern quoll,Often,0
26798,"Goldeneye, barrows",Weekly,1
26799,Western pygmy possum,Often,1
26800,Black-crowned night heron,Monthly,0
26801,House crow,Monthly,1
26802,"Magpie, black-backed",Once,0
26803,"Duck, mountain",Weekly,1
26804,"Civet, common palm",Seldom,0
26805,"Gull, herring",Seldom,0
26806,Black-tailed deer,Often,0
26807,Madagascar fruit bat,Yearly,0
26808,"Bear, sloth",Often,1
26809,"Kingfisher, white-throated",Yearly,0
26810,Red phalarope,Seldom,0
26811,"Turaco, violet-crested",Once,0
26812,"Pie, rufous tree",Daily,1
26813,Campo flicker,Seldom,0
26814,"Hyena, spotted",Never,1
26815,Flying fox (unidentified),Often,0
26816,Timber wolf,Monthly,0
26817,"Rhinoceros, square-lipped",Seldom,0
26818,"Bird, secretary",Weekly,1
26819,"Hyena, striped",Yearly,0
26820,White-fronted capuchin,Monthly,0
26821,Mule deer,Once,1
26822,"Duiker, gray",Monthly,0
26823,"Waxbill, black-cheeked",Monthly,1
26824,Goliath heron,Seldom,0
26825,Stone sheep,Monthly,0
26826,"Tarantula, salmon pink bird eater",Monthly,1
26827,Emerald-spotted wood dove,Monthly,0
26828,"Sifaka, verreaux's",Daily,1
26829,"Waxbill, violet-eared",Often,1
26830,"Macaw, blue and yellow",Once,0
26831,Blue and yellow macaw,Once,1
26832,Nilgai,Yearly,1
26833,"Fox, grey",Never,0
26834,Crab (unidentified),Yearly,0
26835,"Lizard, giant girdled",Weekly,0
26836,"Stork, marabou",Weekly,1
26837,White-tailed deer,Once,0
26838,Savanna baboon,Weekly,1
26839,"Beaver, european",Weekly,1
26840,"Turaco, violet-crested",Often,1
26841,Crested screamer,Yearly,1
26842,"Hawk, ferruginous",Seldom,0
26843,Caracara (unidentified),Monthly,1
26844,"Bee-eater, nubian",Never,0
26845,Stanley bustard,Weekly,0
26846,Dark-winged trumpeter,Never,0
26847,"Turkey, wild",Once,0
26848,Common shelduck,Weekly,1
26849,Secretary bird,Weekly,0
26850,"Bear, grizzly",Daily,1
26851,Roseate cockatoo,Daily,0
26852,"Starfish, crown of thorns",Yearly,0
26853,Agouti,Daily,1
26854,Field flicker,Once,1
26855,"Duiker, common",Weekly,0
26856,"Anteater, giant",Monthly,0
26857,Paradoxure,Weekly,0
26858,African lynx,Often,1
26859,"Squirrel, african bush",Weekly,0
26860,"Pademelon, red-legged",Never,0
26861,Kafue flats lechwe,Monthly,1
26862,"Monitor, white-throated",Monthly,1
26863,Vicuna,Often,1
26864,Mara,Weekly,1
26865,"Vulture, lappet-faced",Monthly,0
26866,"Cockatoo, red-tailed",Seldom,1
26867,"Kingfisher, pied",Weekly,0
26868,"Pelican, eastern white",Yearly,0
26869,Long-billed cockatoo,Weekly,0
26870,"Weaver, sociable",Seldom,1
26871,"Deer, black-tailed",Once,0
26872,Cattle egret,Daily,1
26873,"Lion, african",Seldom,1
26874,Steenbuck,Daily,1
26875,"Ox, musk",Weekly,1
26876,"Skunk, striped",Yearly,1
26877,"Squirrel, antelope ground",Once,0
26878,"Pie, rufous tree",Daily,0
26879,White-browed owl,Seldom,1
26880,"Possum, western pygmy",Never,1
26881,King vulture,Never,0
26882,"Godwit, hudsonian",Once,1
26883,Black-cheeked waxbill,Weekly,0
26884,"Trumpeter, dark-winged",Often,0
26885,Superb starling,Often,0
26886,Common genet,Monthly,1
26887,Cougar,Once,0
26888,Ibex,Never,0
26889,Indian jackal,Monthly,0
26890,Hudsonian godwit,Daily,0
26891,Suricate,Once,0
26892,"Squirrel, pine",Yearly,1
26893,African wild cat,Monthly,1
26894,"Beaver, eurasian",Often,0
26895,"Buffalo, african",Once,0
26896,Roan antelope,Yearly,1
26897,"Gazer, sun",Often,0
26898,"Kangaroo, brush-tailed rat",Monthly,0
26899,"Vulture, lappet-faced",Often,1
26900,"Cormorant, great",Yearly,1
26901,"Baboon, chacma",Often,0
26902,"Lion, steller sea",Often,1
26903,Pied butcher bird,Once,1
26904,Nine-banded armadillo,Often,1
26905,River wallaby,Monthly,0
26906,Spotted-tailed quoll,Seldom,1
26907,"Pie, rufous tree",Yearly,1
26908,Peregrine falcon,Monthly,1
26909,Coke's hartebeest,Monthly,0
26910,Blue-faced booby,Monthly,0
26911,Bushpig,Weekly,1
26912,Radiated tortoise,Often,0
26913,Long-nosed bandicoot,Monthly,1
26914,Common palm civet,Seldom,0
26915,"Macaque, japanese",Daily,1
26916,White-nosed coatimundi,Yearly,1
26917,Galah,Once,0
26918,Whip-tailed wallaby,Yearly,1
26919,Gerbil (unidentified),Seldom,0
26920,Marine iguana,Weekly,1
26921,Scaly-breasted lorikeet,Often,1
26922,"Lory, rainbow",Weekly,0
26923,North American porcupine,Weekly,1
26924,Chuckwalla,Seldom,0
26925,"Dog, african wild",Daily,1
26926,Barrows goldeneye,Once,0
26927,"Barbet, crested",Never,0
26928,Yellow-throated sandgrouse,Never,0
26929,"Heron, gray",Daily,0
26930,Arctic fox,Never,1
26931,"Lizard, desert spiny",Monthly,1
26932,"Otter, cape clawless",Never,1
26933,"Peccary, white-lipped",Yearly,0
26934,"Wallaby, tammar",Yearly,0
26935,"Seal, southern elephant",Yearly,0
26936,"Raven, white-necked",Once,0
26937,"Pie, rufous tree",Often,0
26938,Coqui partridge,Seldom,1
26939,Cape white-eye,Often,0
26940,"Dragon, komodo",Yearly,1
26941,"Turtle, eastern box",Monthly,1
26942,"Sandgrouse, yellow-throated",Daily,1
26943,Southern black-backed gull,Seldom,0
26944,Brindled gnu,Daily,0
26945,Black-cheeked waxbill,Often,1
26946,"Booby, masked",Yearly,1
26947,Black rhinoceros,Yearly,1
26948,White-winged black tern,Yearly,1
26949,Pallas's fish eagle,Once,1
26950,Toddy cat,Daily,1
26951,"Crab, sally lightfoot",Once,1
26952,European red squirrel,Never,1
26953,"Buffalo, african",Never,1
26954,"Owl, great horned",Once,0
26955,"Cat, miner's",Daily,1
26956,Crested screamer,Monthly,0
26957,House sparrow,Never,1
26958,"Kangaroo, western grey",Once,0
26959,"Heron, goliath",Often,0
26960,"Capuchin, black-capped",Once,0
26961,American bighorn sheep,Once,1
26962,"Eagle, bateleur",Daily,0
26963,Asiatic jackal,Yearly,1
26964,South American puma,Once,1
26965,Eastern cottontail rabbit,Once,1
26966,Black-tailed deer,Weekly,0
26967,Stanley crane,Weekly,1
26968,"Echidna, short-beaked",Seldom,0
26969,"Whale, southern right",Often,1
26970,Yak,Once,1
26971,"Seal, harbor",Often,1
26972,"Pie, indian tree",Weekly,0
26973,Small-toothed palm civet,Daily,0
26974,Sable antelope,Often,0
26975,Yellow-rumped siskin,Weekly,1
26976,"Baboon, yellow",Yearly,0
26977,Euro wallaby,Daily,1
26978,"Pintail, bahama",Often,1
26979,American bison,Once,0
26980,Sidewinder,Weekly,0
26981,"Lion, south american sea",Monthly,0
26982,"Sifaka, verreaux's",Seldom,0
26983,Black-throated cardinal,Weekly,0
26984,"Tortoise, desert",Monthly,1
26985,"Gull, pacific",Daily,1
26986,Mudskipper (unidentified),Daily,1
26987,Blue racer,Monthly,0
26988,Common grenadier,Yearly,0
26989,Herring gull,Never,0
26990,Southern white-crowned shrike,Never,0
26991,Grison,Seldom,1
26992,"Lemming, arctic",Yearly,0
26993,"Glider, feathertail",Once,1
26994,Hummingbird (unidentified),Monthly,1
26995,Lilac-breasted roller,Once,0
26996,"Gecko, barking",Daily,0
26997,Pied kingfisher,Once,1
26998,Cereopsis goose,Seldom,1
26999,Bobcat,Once,1
27000,Civet cat,Yearly,1
27001,"Grenadier, common",Often,1
27002,"Weaver, white-browed sparrow",Yearly,1
27003,Red-billed toucan,Yearly,0
27004,Gelada baboon,Often,1
27005,Long-nosed bandicoot,Once,1
27006,Red-billed toucan,Often,1
27007,"Blackbird, red-winged",Weekly,0
27008,"Parakeet, rose-ringed",Once,1
27009,Flightless cormorant,Daily,1
27010,South American sea lion,Monthly,1
27011,"Marmot, hoary",Daily,1
27012,"Genet, common",Weekly,0
27013,"Stork, saddle-billed",Daily,1
27014,Common rhea,Seldom,0
27015,American alligator,Once,0
27016,Crab (unidentified),Once,1
27017,Openbill stork,Monthly,1
27018,Trumpeter swan,Never,1
27019,Royal tern,Seldom,1
27020,Giant girdled lizard,Yearly,0
27021,"Dove, laughing",Yearly,1
27022,"Capuchin, black-capped",Daily,1
27023,"Beaver, american",Often,0
27024,"Skink, african",Daily,1
27025,"Snake, western patch-nosed",Yearly,0
27026,Sportive lemur,Monthly,0
27027,"Nutcracker, clark's",Yearly,1
27028,Royal tern,Never,1
27029,Currasow (unidentified),Seldom,1
27030,"Heron, striated",Never,1
27031,White-fronted capuchin,Often,1
27032,"Owl, white-browed",Weekly,0
27033,Common wallaroo,Monthly,1
27034,Seven-banded armadillo,Weekly,0
27035,"Duiker, gray",Seldom,0
27036,Least chipmunk,Seldom,1
27037,Buttermilk snake,Seldom,0
27038,"Cormorant, little",Never,0
27039,Giant heron,Seldom,1
27040,"Admiral, indian red",Seldom,1
27041,Banded mongoose,Seldom,0
27042,Canada goose,Weekly,1
27043,"Lion, african",Monthly,0
27044,Dusky rattlesnake,Weekly,1
27045,Lesser double-collared sunbird,Seldom,0
27046,Black-tailed tree creeper,Once,0
27047,Secretary bird,Often,0
27048,"Hyena, brown",Never,0
27049,American buffalo,Never,1
27050,Oriental short-clawed otter,Never,1
27051,Crab-eating raccoon,Weekly,0
27052,"Skunk, western spotted",Once,1
27053,Lesser masked weaver,Daily,0
27054,Steenbok,Daily,1
27055,Paradoxure,Often,0
27056,Black-crowned night heron,Weekly,1
27057,"Owl, australian masked",Yearly,0
27058,"Starling, cape",Once,1
27059,Gulls (unidentified),Yearly,0
27060,Frilled lizard,Seldom,0
27061,"Cobra, cape",Weekly,0
27062,Richardson's ground squirrel,Weekly,1
27063,"Alligator, american",Monthly,0
27064,"Coot, red-knobbed",Seldom,0
27065,Spotted hyena,Once,0
27066,African fish eagle,Seldom,1
27067,Asiatic wild ass,Often,0
27068,"Gazelle, grant's",Never,0
27069,"Baboon, savanna",Never,1
27070,Eastern grey kangaroo,Weekly,1
27071,"Heron, goliath",Seldom,0
27072,"Squirrel, antelope ground",Daily,1
27073,"Possum, ring-tailed",Weekly,1
27074,Javanese cormorant,Daily,0
27075,"Monitor, white-throated",Daily,1
27076,"Owl, snowy",Once,1
27077,Coyote,Never,1
27078,"Tortoise, burmese brown mountain",Once,1
27079,"Bear, grizzly",Monthly,1
27080,Honey badger,Never,0
27081,Grey-footed squirrel,Seldom,1
27082,"Turkey, common",Daily,1
27083,"Cobra, egyptian",Seldom,1
27084,"Peccary, collared",Yearly,0
27085,African polecat,Once,1
27086,White-necked raven,Never,0
27087,Black spider monkey,Never,0
27088,Western grey kangaroo,Often,1
27089,"Woodcock, american",Weekly,0
27090,"Crab, red lava",Seldom,1
27091,Sable antelope,Seldom,0
27092,"Squirrel, antelope ground",Yearly,0
27093,Black-capped chickadee,Daily,0
27094,Greater roadrunner,Seldom,0
27095,Pied kingfisher,Often,0
27096,Lilac-breasted roller,Never,0
27097,"Sungazer, yellow-brown",Daily,1
27098,Pampa gray fox,Once,0
27099,House sparrow,Often,0
27100,Burmese brown mountain tortoise,Never,0
27101,Little heron,Yearly,0
27102,Sulfur-crested cockatoo,Seldom,1
27103,Campo flicker,Daily,1
27104,"Fox, blue",Never,0
27105,"Fox, asian red",Never,0
27106,Common zebra,Often,0
27107,"Tarantula, salmon pink bird eater",Yearly,0
27108,Swamp deer,Never,0
27109,Wild water buffalo,Daily,1
27110,"Macaw, green-winged",Never,1
27111,Tsessebe,Seldom,1
27112,Yak,Weekly,0
27113,"Kangaroo, jungle",Monthly,0
27114,Asian elephant,Monthly,0
27115,Brolga crane,Seldom,1
27116,"White-eye, cape",Weekly,0
27117,Black-tailed prairie dog,Daily,1
27118,Common raccoon,Often,1
27119,"Baboon, gelada",Never,0
27120,"Gull, dusky",Seldom,1
27121,Sloth bear,Yearly,0
27122,Sacred ibis,Often,1
27123,"Cat, jungle",Often,1
27124,Black-footed ferret,Never,1
27125,"Legaan, Monitor (unidentified)",Yearly,0
27126,"Wallaby, tammar",Weekly,1
27127,Madagascar hawk owl,Once,1
27128,Kongoni,Weekly,1
27129,"Monitor, two-banded",Often,0
27130,Mocking cliffchat,Never,1
27131,Common langur,Weekly,1
27132,"Tortoise, burmese brown mountain",Often,1
27133,"Iguana, land",Seldom,0
27134,Asian 0 vampire bat,Monthly,0
27135,Small-toothed palm civet,Weekly,1
27136,Ant (unidentified),Never,0
27137,Tammar wallaby,Monthly,0
27138,"Monitor, two-banded",Weekly,1
27139,"Rattlesnake, horned",Daily,1
27140,Nubian bee-eater,Never,1
27141,"Frogmouth, tawny",Seldom,1
27142,Python (unidentified),Daily,1
27143,King cormorant,Never,1
27144,"Seal, southern elephant",Monthly,0
27145,Galapagos dove,Never,0
27146,White-bellied sea eagle,Yearly,0
27147,Eastern indigo snake,Monthly,1
27148,"Phascogale, red-tailed",Yearly,0
27149,"Drongo, fork-tailed",Weekly,1
27150,Eastern fox squirrel,Weekly,1
27151,Yellow-headed caracara,Often,0
27152,"Waxbill, blue",Weekly,1
27153,"Genet, common",Daily,0
27154,"Crane, stanley",Weekly,1
27155,"Glider, feathertail",Daily,1
27156,Musk ox,Once,1
27157,Bontebok,Never,0
27158,Common zebra,Daily,1
27159,"Wallaby, dama",Yearly,1
27160,Blue waxbill,Daily,0
27161,Nubian bee-eater,Daily,1
27162,"Dik, kirk's dik",Daily,1
27163,Blue-tongued skink,Yearly,1
27164,"Alligator, mississippi",Often,1
27165,Lappet-faced vulture,Weekly,1
27166,European beaver,Never,1
27167,White-browed sparrow weaver,Weekly,0
27168,Kalahari scrub robin,Daily,1
27169,Hyrax,Never,0
27170,African polecat,Once,1
27171,Collared lemming,Seldom,0
27172,"Legaan, water",Often,0
27173,"Beaver, european",Daily,0
27174,Grison,Often,0
27175,"Screamer, southern",Monthly,1
27176,"Badger, eurasian",Weekly,1
27177,Chuckwalla,Often,0
27178,"Kingfisher, white-throated",Never,1
27179,"Wolf, mexican",Once,1
27180,"Pie, indian tree",Monthly,0
27181,Wild turkey,Often,1
27182,Eagle owl (unidentified),Daily,1
27183,"Fox, blue",Often,1
27184,"Sandgrouse, yellow-throated",Often,1
27185,"Glider, feathertail",Seldom,0
27186,"Squirrel, indian giant",Monthly,1
27187,Groundhog,Never,1
27188,Blue-breasted cordon bleu,Once,0
27189,Red sheep,Never,1
27190,"Turaco, violet-crested",Once,1
27191,Black-fronted bulbul,Never,0
27192,Mallard,Monthly,0
27193,"Wambenger, red-tailed",Never,1
27194,Striped dolphin,Seldom,0
27195,"Squirrel, african bush",Once,0
27196,"Mongoose, small indian",Never,1
27197,Wood pigeon,Often,0
27198,"Teal, hottentot",Daily,1
27199,Asian openbill,Monthly,0
27200,American badger,Monthly,1
27201,Snowy sheathbill,Weekly,0
27202,Water monitor,Yearly,0
27203,Topi,Never,1
27204,Moose,Daily,1
27205,"Antechinus, brown",Monthly,0
27206,"Gull, lava",Often,1
27207,Turkey vulture,Often,0
27208,"Gull, southern black-backed",Weekly,1
27209,Woodrat (unidentified),Yearly,1
27210,Guerza,Weekly,1
27211,Black-crowned night heron,Daily,0
27212,Currasow (unidentified),Monthly,1
27213,Chilean flamingo,Monthly,1
27214,Prehensile-tailed porcupine,Once,1
27215,White-throated monitor,Once,1
27216,"Dog, raccoon",Often,1
27217,Kinkajou,Often,0
27218,"Goose, greylag",Seldom,0
27219,Brown antechinus,Never,0
27220,White-winged black tern,Weekly,1
27221,"Moorhen, purple",Yearly,0
27222,"Squirrel, pine",Daily,1
27223,"Peacock, blue",Yearly,1
27224,Eastern grey kangaroo,Once,1
27225,Black-fronted bulbul,Monthly,0
27226,"Possum, western pygmy",Daily,1
27227,Openbill stork,Often,0
27228,Oribi,Once,0
27229,"Pheasant, ring-necked",Often,1
27230,Dama wallaby,Seldom,1
27231,"Kingfisher, pied",Yearly,1
27232,Mountain lion,Daily,0
27233,"Rattlesnake, eastern diamondback",Once,1
27234,Lily trotter,Daily,0
27235,Dingo,Yearly,1
27236,Red sheep,Seldom,0
27237,White-necked raven,Daily,1
27238,"Deer, mule",Yearly,1
27239,"Dragon, ornate rock",Seldom,1
27240,"Eagle, pallas's fish",Seldom,1
27241,"Seal, southern elephant",Often,1
27242,Salmon pink bird eater tarantula,Monthly,0
27243,Purple moorhen,Seldom,1
27244,"Cormorant, little",Seldom,0
27245,Brown brocket,Never,0
27246,Eagle owl (unidentified),Monthly,0
27247,"Macaw, blue and yellow",Yearly,0
27248,"Raccoon, common",Weekly,1
27249,Thirteen-lined squirrel,Once,0
27250,"Pelican, australian",Weekly,1
27251,Jaguarundi,Never,0
27252,"Raven, white-necked",Monthly,0
27253,Blue peacock,Never,0
27254,Common palm civet,Daily,1
27255,Palm squirrel,Weekly,0
27256,"Cat, long-tailed spotted",Once,0
27257,Suricate,Monthly,0
27258,"Crane, blue",Seldom,0
27259,"Peacock, indian",Never,1
27260,"Heron, gray",Daily,1
27261,Crimson-breasted shrike,Often,1
27262,"Lizard, desert spiny",Yearly,0
27263,North American porcupine,Once,1
27264,African porcupine,Yearly,0
27265,"Squirrel, eurasian red",Once,0
27266,Ovenbird,Daily,1
27267,Civet cat,Never,1
27268,Eastern quoll,Daily,0
27269,Adouri (unidentified),Never,0
27270,"Jackal, asiatic",Once,1
27271,"Pheasant, ring-necked",Seldom,0
27272,"Bleu, blue-breasted cordon",Seldom,0
27273,"Bat, little brown",Often,0
27274,Southern tamandua,Weekly,1
27275,"Deer, roe",Seldom,0
27276,African lion,Daily,1
27277,Baleen whale,Yearly,0
27278,"Dove, galapagos",Once,1
27279,Little brown bat,Often,1
27280,"Waxbill, violet-eared",Monthly,1
27281,Red-breasted cockatoo,Never,1
27282,Blue-breasted cordon bleu,Weekly,0
27283,Whip-tailed wallaby,Never,1
27284,"Lion, australian sea",Weekly,0
27285,"Lory, rainbow",Daily,1
27286,"Racer, american",Yearly,0
27287,Southern black-backed gull,Never,1
27288,Openbill stork,Monthly,1
27289,"Brocket, brown",Never,0
27290,"Grenadier, purple",Monthly,1
27291,"Squirrel, golden-mantled ground",Often,0
27292,Collared peccary,Yearly,0
27293,"Tortoise, burmese black mountain",Weekly,0
27294,"Fox, north american red",Daily,1
27295,"Lizard, giant girdled",Once,1
27296,Eastern fox squirrel,Yearly,0
27297,Red-capped cardinal,Monthly,1
27298,Bohor reedbuck,Weekly,1
27299,"Teal, hottentot",Monthly,0
27300,"Fox, asian red",Yearly,1
27301,Blue-footed booby,Once,1
27302,White-browed owl,Often,0
27303,"Squirrel, african bush",Weekly,0
27304,"Boa, emerald green tree",Often,1
27305,Blue shark,Never,1
27306,Bahama pintail,Monthly,1
27307,"Civet, small-toothed palm",Yearly,0
27308,"White-eye, cape",Seldom,0
27309,Cape fox,Often,1
27310,Bottle-nose dolphin,Often,1
27311,Giant girdled lizard,Seldom,1
27312,Carmine bee-eater,Never,0
27313,Brush-tailed phascogale,Once,0
27314,Yellow-headed caracara,Yearly,0
27315,Blue-footed booby,Yearly,0
27316,"Bat, madagascar fruit",Yearly,1
27317,"Opossum, american virginia",Seldom,1
27318,"Jackrabbit, white-tailed",Yearly,1
27319,Olive baboon,Once,1
27320,"Hedgehog, south african",Never,1
27321,"Pie, rufous tree",Often,0
27322,Lesser double-collared sunbird,Once,0
27323,European beaver,Yearly,0
27324,Coqui partridge,Weekly,0
27325,Coke's hartebeest,Never,1
27326,"Zebra, plains",Monthly,1
27327,"Eagle, bald",Once,1
27328,"Stork, marabou",Seldom,1
27329,"Bettong, brush-tailed",Seldom,0
27330,African lynx,Seldom,0
27331,"Monkey, red howler",Yearly,0
27332,Southern ground hornbill,Often,0
27333,Red-capped cardinal,Monthly,0
27334,"Jackal, indian",Monthly,1
27335,Whip-tailed wallaby,Often,1
27336,"Shrew, mandras tree",Often,1
27337,"Starling, greater blue-eared",Seldom,1
27338,"Goose, canada",Yearly,1
27339,"Trotter, lily",Daily,1
27340,Puna ibis,Monthly,0
27341,Denham's bustard,Weekly,1
27342,Sun gazer,Weekly,0
27343,Four-horned antelope,Monthly,1
27344,Two-toed sloth,Weekly,1
27345,"Antelope, sable",Monthly,1
27346,"Dove, galapagos",Often,0
27347,"Nuthatch, red-breasted",Never,0
27348,Native cat,Often,0
27349,"Monitor, water",Often,0
27350,Butterfly (unidentified),Daily,0
27351,Greater rhea,Monthly,1
27352,"Roadrunner, greater",Often,0
27353,"Turkey, australian brush",Seldom,1
27354,"Mouse, four-striped grass",Once,0
27355,Black-collared barbet,Weekly,1
27356,"Squirrel, european red",Daily,0
27357,"Fox, asian red",Seldom,0
27358,Mexican wolf,Often,1
27359,Eastern box turtle,Seldom,1
27360,"Lion, african",Often,0
27361,Defassa waterbuck,Once,0
27362,"Vulture, white-rumped",Often,0
27363,"Owl, great horned",Seldom,0
27364,"Goose, andean",Once,1
27365,Yellow-billed stork,Often,0
27366,"Cardinal, black-throated",Yearly,1
27367,Asiatic wild ass,Weekly,1
27368,"Magpie, australian",Monthly,0
27369,"Eagle, pallas's fish",Often,0
27370,Black curlew,Yearly,1
27371,"Starling, greater blue-eared",Often,0
27372,"Dove, galapagos",Yearly,1
27373,"Wombat, common",Once,0
27374,"Bear, grizzly",Seldom,1
27375,Galapagos sea lion,Monthly,0
27376,"Peacock, blue",Daily,1
27377,"Langur, common",Often,1
27378,Osprey,Yearly,1
27379,Eurasian badger,Monthly,1
27380,Chacma baboon,Daily,0
27381,"Tern, white-winged",Never,0
27382,Blackbuck,Monthly,0
27383,Marabou stork,Yearly,0
27384,Egyptian vulture,Once,0
27385,Field flicker,Daily,0
27386,Red sheep,Once,1
27387,Fisher,Daily,1
27388,"Heron, striated",Never,0
27389,Galapagos penguin,Monthly,1
27390,Bontebok,Weekly,0
27391,"Macaw, blue and gold",Never,0
27392,Green heron,Seldom,1
27393,"Robin, white-throated",Monthly,0
27394,Red meerkat,Monthly,1
27395,Giraffe,Daily,0
27396,"Dolphin, striped",Weekly,1
27397,"Baboon, savanna",Monthly,1
27398,"Shrike, crimson-breasted",Often,0
27399,"Zebra, plains",Daily,1
27400,Gambel's quail,Monthly,0
27401,"Skimmer, four-spotted",Weekly,0
27402,Crowned eagle,Often,0
27403,Brown antechinus,Seldom,0
27404,Long-nosed bandicoot,Weekly,1
27405,Prairie falcon,Never,1
27406,"Lion, southern sea",Often,0
27407,Red-headed woodpecker,Yearly,0
27408,"Blackbird, red-winged",Yearly,1
27409,Striped skunk,Seldom,0
27410,"Hawk, galapagos",Seldom,0
27411,Giant girdled lizard,Often,0
27412,"Sloth, two-toed tree",Monthly,0
27413,Gaur,Daily,0
27414,"Macaque, pig-tailed",Monthly,1
27415,Harbor seal,Never,1
27416,"Nighthawk, common",Often,1
27417,"Goose, snow",Often,1
27418,White-winged dove,Daily,1
27419,Blue and gold macaw,Daily,1
27420,Common genet,Seldom,1
27421,"Boar, wild",Never,1
27422,"Gecko, bent-toed",Weekly,1
27423,"Cockatoo, red-breasted",Never,0
27424,Blacksmith plover,Never,1
27425,Civet (unidentified),Weekly,1
27426,Tiger,Daily,1
27427,Sun gazer,Weekly,0
27428,Native cat,Yearly,1
27429,Snake (unidentified),Monthly,1
27430,"Dog, african wild",Weekly,1
27431,Asian 0 vampire bat,Monthly,0
27432,Silver-backed fox,Yearly,0
27433,"Lark, horned",Weekly,0
27434,"Bleu, blue-breasted cordon",Never,1
27435,Great cormorant,Often,0
27436,Water moccasin,Daily,0
27437,Spur-winged goose,Weekly,1
27438,Pine siskin,Yearly,0
27439,Common langur,Daily,0
27440,"Wallaby, river",Never,1
27441,"Godwit, hudsonian",Weekly,0
27442,"Possum, pygmy",Never,0
27443,"Kingfisher, pied",Weekly,0
27444,Harbor seal,Daily,1
27445,"Boa, mexican",Yearly,0
27446,"Duck, comb",Never,1
27447,"Mynah, indian",Daily,1
27448,Chestnut weaver,Never,1
27449,"Kudu, greater",Yearly,1
27450,"Lizard, giant girdled",Daily,0
27451,"Gazelle, thomson's",Daily,1
27452,"Hornbill, red-billed",Monthly,0
27453,"Sifaka, verreaux's",Weekly,0
27454,Frilled lizard,Monthly,1
27455,White rhinoceros,Yearly,0
27456,Black-backed jackal,Monthly,1
27457,Dromedary camel,Weekly,0
27458,"Hornbill, leadbeateri's ground",Daily,1
27459,Woodrat (unidentified),Often,1
27460,Topi,Monthly,1
27461,Waved albatross,Daily,0
27462,Galapagos mockingbird,Never,1
27463,"Sloth, two-toed tree",Once,0
27464,"Snake, western patch-nosed",Yearly,0
27465,"Colobus, magistrate black",Daily,0
27466,Rufous tree pie,Often,0
27467,Silver-backed fox,Often,1
27468,Common wallaroo,Never,1
27469,"Heron, yellow-crowned night",Monthly,0
27470,Swallow-tail gull,Seldom,0
27471,Flightless cormorant,Never,0
27472,Common genet,Seldom,0
27473,White-necked stork,Often,1
27474,"Frogmouth, tawny",Once,0
27475,Huron,Seldom,1
27476,Tammar wallaby,Daily,0
27477,African elephant,Weekly,1
27478,Square-lipped rhinoceros,Once,0
27479,Red-tailed wambenger,Once,0
27480,"Dog, black-tailed prairie",Weekly,1
27481,Common melba finch,Often,1
27482,Bontebok,Daily,0
27483,Southern elephant seal,Never,0
27484,"Robin, white-throated",Monthly,1
27485,"Macaque, bonnet",Yearly,1
27486,"White-eye, pale",Once,1
27487,"Lizard, goanna",Monthly,1
27488,Sambar,Often,0
27489,"Echidna, short-beaked",Yearly,0
27490,"Squirrel, richardson's ground",Monthly,0
27491,Racer snake,Seldom,1
27492,Baleen whale,Never,0
